location,sublocation,rhtc_rhdc,plot no,nearest town,status,constituency,blood tr,off_landline,off_fax,off_postcode,fp,off_mob,outp,off_town,anc,imci,off_email,tb_treat,growth,ceoc,division,tb_labs,district,inp,off_pobox,facility,cots,province,in charge name,art,beoc,hbc,tb_diag,hct,c section,imm,beds,mflcode,pmtct,radiology,owner,type,youth,latitude,longitude
Kawangware,Kawangware,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,N,,N,N,Y,Dagoretti,N,Nairobi West,N,,JONALIFA Clinic,0,Nairobi,,N,N,N,N,Y,N,Y,0,16802,N,N,Non-Governmental Organizations,Medical Clinic - Other,N,,
L/Kabete,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,N,,N,Y,N,Westlands,N,Nairobi West,N,,Kabete Approved Dispensary,0,Nairobi,,N,N,N,N,N,N,Y,0,12993,Y,N,Ministry of Health,Dispensary,N,,
L/Kabete,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,N,,Y,Y,N,Westlands,N,Nairobi West,N,,Kabete Barracks Dispensary,,Nairobi,,N,N,N,N,Y,N,Y,,12994,Y,N,Armed Forces,Dispensary,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,N,,N,Y,N,Dagoretti,N,Nairobi West,N,,Kabiro Medical Clinic,,Nairobi,,N,Y,N,N,Y,N,Y,5,12995,Y,N,Non-Governmental Organizations,Health Centre,N,,
Kangemi,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,,,Y,Y,N,Westlands,Y,Nairobi West,N,,Kangemi Health Centre,,Nairobi,Iminyi,Y,Y,N,Y,Y,N,Y,20,13001,Y,N,Local Authority,Health Centre,Y,,
Karen,,Y,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,Y,Y,N,Langata,Y,Nairobi West,N,,Karen Health Centre,0,Nairobi,Nderi,Y,Y,N,Y,Y,N,Y,0,13003,Y,N,Local Authority,Dispensary,Y,,
Karen,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,,Y,Y,Langata,Y,Nairobi West,Y,,Karen Hospital,,Nairobi,Dr.Gikonyo,N,Y,N,Y,Y,Y,Y,,13004,N,Y,Other Private,Other Hospital,N,,
Muguga,,N,,Nairobi,Operational,UNKNOWN,,,,,Y,,Y,,Y,,,N,Y,N,Kikuyu,N,Nairobi West,N,,KARI Dispensary,0,Nairobi,Shem,Y,N,N,N,Y,N,Y,0,13005,Y,N,Ministry of Health,Dispensary,N,-1.25578762613122,36.6491353475401
Muthaiga,,Y,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,,,Y,Y,N,Westlands,N,Nairobi West,N,,Karura Health Centre,0,Nairobi,Mugo,N,Y,N,N,N,N,Y,0,13009,Y,N,Local Authority,Dispensary,N,,
Langata,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,Y,,N,N,,N,N,N,Langata,N,Nairobi West,N,,KCCT Dispensary,,Nairobi,,N,N,N,N,N,N,N,,13018,N,N,Parastatal,Dispensary,N,,
Golfcourse,,N,,Nairobi,Operational,DAGORETI,,,,,N,,N,,N,N,,N,N,N,Dagoretti,N,Nairobi West,N,,KEMRI VCT,0,Nairobi,,Y,N,N,N,Y,N,N,40,13019,N,N,Ministry of Health,VCT Centre (Stand-Alone),N,,
Kangemi,,N,,Nairobi,Operational,WESTLANDS,,,,,N,,N,,N,N,,N,N,N,Westlands,N,Nairobi West,N,,Kenya AIDS Vaccine Initiative (KAVI),0,Nairobi,,Y,N,N,N,Y,N,N,0,13013,N,N,Academic (if registered),Other Health Facility,N,,
Golfcourse,,Y,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,,,Y,Y,Y,Dagoretti,Y,Nairobi West,Y,,Kenyatta National Hospital ,427,Nairobi,,Y,Y,N,Y,Y,Y,Y,1455,13023,Y,Y,Parastatal,Tertiary Hospital,Y,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,N,,Y,,N,N,,Y,N,N,Dagoretti,N,Nairobi West,N,,Kesha VCT,0,Nairobi,,N,N,N,Y,Y,N,N,0,13025,N,N,Other Private,VCT Centre (Stand-Alone),N,,
Makina,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,N,,N,N,,N,N,N,Langata,N,Nairobi West,N,,KHDP Makina Dispensary,0,Nairobi,,N,N,N,N,N,N,N,0,13026,N,N,Christian Health Association of Kenya,Dispensary,N,,
Langata,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,N,,N,N,,N,N,N,Langata,N,Nairobi West,N,,Kibera (SDA) VCT,0,Nairobi,,N,N,N,N,Y,N,N,0,13027,N,N,Christian Health Association of Kenya,VCT Centre (Stand-Alone),N,,
Laini Saba,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,Y,,Y,Y,N,Langata,Y,Nairobi West,N,,Kibera Community Health Centre - AMREF,,Nairobi,Kitheka,Y,Y,Y,Y,Y,N,Y,4,13028,Y,N,Non-Governmental Organizations,Health Centre,Y,,
Makina,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,Y,Y,N,Langata,Y,Nairobi West,N,,Kibera D.O. Dispensary,0,Nairobi,Omune,N,N,N,Y,Y,N,Y,0,13029,Y,N,Ministry of Health,Dispensary,N,,
Lindi,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,Y,Y,N,Langata,Y,Nairobi West,N,,Kibera South (MSF Belgium) Dispensary,0,Nairobi,,N,Y,Y,Y,Y,N,Y,0,13030,Y,N,Non-Governmental Organizations,Dispensary,N,,
Sarang'Ombe,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,N,,N,N,,Y,N,N,Langata,N,Nairobi West,N,,Kikoshep K VCT,0,Nairobi,,N,N,Y,N,Y,N,N,0,13032,N,N,Non-Governmental Organizations,VCT Centre (Stand-Alone),Y,,
Mugumoini,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,N,,Y,Y,N,Langata,N,Nairobi West,N,,Kikoshep Mugumoini Dispensary,0,Nairobi,,N,N,Y,N,Y,N,Y,0,13033,Y,N,Non-Governmental Organizations,Dispensary,Y,,
Makina,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,N,,N,Y,N,Langata,N,Nairobi West,N,,Kisembo Dispensary,0,Nairobi,,N,N,Y,N,Y,N,Y,0,13035,Y,N,Other Private,Dispensary,N,,
Riruta,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,N,,Y,Y,N,Dagoretti,N,Nairobi West,N,,Kivuli Dispensary,0,Nairobi,,Y,Y,Y,N,Y,N,Y,0,13036,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Y,,
Golfcourse,,N,,Nairobi,Operational,DAGORETI,,,,,N,,Y,,N,N,,N,N,N,Dagoretti,N,Nairobi West,N,,KMTC VCT,0,Nairobi,,N,N,N,N,N,N,N,0,13037,N,N,Ministry of Health,VCT Centre (Stand-Alone),N,,
Kilimani,,N,,Nairobi,Operational,WESTLANDS,,,,,N,,Y,,N,N,,N,N,N,Westlands,N,Nairobi West,N,,Lady Northey Dispensary,0,Nairobi,Dr.Njuguna,N,N,N,N,N,N,N,0,16169,N,N,Local Authority,Dental Clinic,N,,
Mugumoini,,Y,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,Y,Y,N,Langata,Y,Nairobi West,Y,,Langata Health Centre,,Nairobi,Waruinge,Y,Y,Y,Y,Y,N,Y,20,13041,Y,N,Local Authority,Health Centre,Y,,
Mugumoini,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,N,Y,Y,Langata,N,Nairobi West,Y,,Langata Hospital,,Nairobi,,N,Y,N,N,N,N,Y,,13042,Y,N,Other Private,Other Hospital,N,,
Mugumoini,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,Y,Y,N,Langata,,Nairobi West,Y,,Langata MRS Health Centre,,Nairobi,Captain Wambui,N,Y,Y,Y,Y,N,Y,16,13043,Y,N,Armed Forces,Health Centre,N,,
Mugumoini,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,Y,Y,N,Langata,N,Nairobi West,Y,,Langata Women Prison Health Centre,,Nairobi,Mrs.Kiio,N,Y,N,N,Y,N,Y,,13044,Y,N,Ministry of Health,Health Centre,N,,
Kangemi,Mountain View,,,Nairobi,Operational,WESTLANDS,,,,,,,,,,,,,,,Westlands,,Nairobi West,,,Lea Toto Clinic (Nairobi West),,Nairobi,,,,,,,,,,16800,,,Non-Governmental Organizations,Medical Clinic - Other,,,
Satelite,,N,,Nairobi,Operational,DAGORETI,,,,,N,,N,,N,N,,N,N,N,Dagoretti,N,Nairobi West,N,,Lea Toto Dagoretti,0,Nairobi,,Y,N,Y,N,Y,N,N,0,13046,N,N,Non-Governmental Organizations,VCT Centre (Stand-Alone),N,,
Sarang'Ombe,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,N,,N,N,,N,N,N,Langata,N,Nairobi West,N,,Lea Toto Kibera ,0,Nairobi,,Y,N,Y,N,Y,N,N,0,13048,N,N,Non-Governmental Organizations,VCT Centre (Stand-Alone),N,,
Kangemi,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,N,,N,Y,N,Westlands,N,Nairobi West,N,,Lianas Clinic Health Centre,3,Nairobi,,N,Y,N,N,N,N,Y,9,13049,Y,N,Other Private,Health Centre,N,,
Kilimani,,N,,Nairobi,Operational,WESTLANDS,,,,,N,,N,,N,N,,N,N,N,Westlands,N,Nairobi West,N,,Liverpool VCT,0,Nairobi,,Y,N,N,N,Y,N,N,0,13050,N,N,Non-Governmental Organizations,VCT Centre (Stand-Alone),Y,,
L/Kabete,,N,,Nairobi,Operational,WESTLANDS,,,,,N,,Y,,N,,,Y,N,N,Westlands,N,Nairobi West,N,,Lower Kabete Dispensary,0,Nairobi,Mureithi,N,N,N,Y,N,N,N,0,13052,N,N,Local Authority,Dispensary,N,,
Nairobi West,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,N,,N,N,,N,N,N,Langata,N,Nairobi West,N,,Madaraka VCT,0,Nairobi,,N,N,N,N,Y,N,N,0,13054,N,N,Other Private,VCT Centre (Stand-Alone),N,,
Makina,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,N,,N,Y,N,Langata,N,Nairobi West,N,,Makina Clinic,,Nairobi,,N,Y,N,N,N,N,Y,,13058,Y,N,Community,Health Centre,N,,
Langata,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,Y,,Y,,,N,Y,N,Langata,N,Nairobi West,N,,Maria Dominica Dispensary,0,Nairobi,Sabina,N,Y,N,N,Y,N,Y,0,13061,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,N,,
Lavington,,N,,Nairobi,Operational,WESTLANDS,,,,,N,,Y,,Y,,,Y,Y,N,Westlands,,Nairobi West,N,,Maria Immaculate Health Centre,2,Nairobi,,Y,Y,Y,Y,Y,N,Y,27,13062,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Health Centre,N,,
Golfcourse,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,N,,N,N,N,Dagoretti,N,Nairobi West,N,,Marie Stopes Clinic (Dagoretti),0,Nairobi,,N,N,N,N,Y,N,N,0,16166,Y,N,Non-Governmental Organizations,Dispensary,N,,
Makina,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,N,,N,N,N,Langata,N,Nairobi West,N,,Marie Stopes Clinic (Langata),0,Nairobi,,N,N,N,N,Y,N,N,0,16167,Y,N,Non-Governmental Organizations,Dispensary,N,,
Kilimani,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,N,,N,Y,N,Westlands,N,Nairobi West,N,,Marie Stopes Clinic (Westlands),0,Nairobi,,N,N,N,N,Y,N,Y,0,13067,Y,N,Non-Governmental Organizations,Dispensary,N,,
Kilimani,,N,,Nairobi,Not-Operational,WESTLANDS,,,,,Y,,Y,,Y,,,Y,Y,Y,Westlands,,Nairobi West,Y,,Masaba Hospital,,Nairobi,,Y,Y,Y,Y,Y,Y,Y,,13073,Y,Y,Other Private,Other Hospital,N,,
Kangemi,Kangemi,,,Nairobi,Operational,WESTLANDS,,,,,,,,,,,,,,,Westlands,,Nairobi West,,,Mawamu Clinic,,Nairobi,,,,,,,,,,16798,,,Other Private,Medical Clinic - Other,,,
Golfcourse,,Y,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,Y,,Y,Y,Y,Dagoretti,Y,Nairobi West,Y,,Mbagathi District Hospital,10,Nairobi,Dr.Sule,Y,Y,N,Y,Y,Y,Y,200,13080,Y,Y,Ministry of Health,Primary Hospital,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,N,,Y,Y,Y,Dagoretti,N,Nairobi West,Y,,Melchezedek Hospital,,Nairobi,,N,Y,N,Y,Y,N,Y,,13086,Y,Y,Other Private,Other Hospital,N,,
Golfcourse,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,Y,,Y,N,Y,Dagoretti,Y,Nairobi West,Y,,Memorial Hospital,,Nairobi,,Y,Y,N,Y,Y,Y,N,,13087,Y,Y,Armed Forces,Other Hospital,N,,
Lindi,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,Y,,N,Y,N,Langata,N,Nairobi West,N,,Mercillin Afya Centre,,Nairobi,Wambua,N,Y,N,N,Y,N,Y,2,13088,Y,N,Other Private,Health Centre,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,,,N,Y,N,Dagoretti,N,Nairobi West,N,,Mercy Mission Health Centre,,Nairobi,,N,Y,N,N,Y,N,Y,5,13089,Y,N,Other Faith Based,Health Centre,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,,,N,Y,Y,Dagoretti,N,Nairobi West,Y,,Mid Hill Medical Clinic ,,Nairobi,Gateri,N,Y,N,N,Y,Y,Y,,13091,Y,Y,Other Private,Health Centre,N,,
Runda,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,,,N,Y,N,Westlands,N,Nairobi West,Y,,Mji wa Huruma Dispensary,0,Nairobi,Gitonga,N,Y,N,N,Y,N,Y,0,13093,Y,N,Local Authority,Dispensary,N,,
Parklands,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,,,Y,Y,Y,Westlands,,Nairobi West,Y,,MP Shah Hospital,,Nairobi,,Y,Y,N,Y,Y,Y,Y,,13098,Y,Y,Other Private,Other Hospital,Y,,
Karen,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,N,Y,N,Langata,N,Nairobi West,N,,Mrs Karen Dsc Dispensary,,Nairobi,,N,N,N,N,Y,N,Y,,13099,Y,N,Armed Forces,Dispensary,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,,,N,Y,N,Dagoretti,N,Nairobi West,N,,Muteithania Medical Clinic ,,Nairobi,,N,Y,N,N,N,N,Y,8,13103,Y,N,Other Private,Health Centre,N,,
Mutuini,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,Y,,N,Y,N,Dagoretti,N,Nairobi West,N,,Mutuini Health Centre,,Nairobi,Mbogo ,N,Y,N,N,Y,N,Y,20,13105,Y,N,Ministry of Health,Health Centre,N,,
Nairobi West,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,Y,Y,Y,Langata,N,Nairobi West,Y,,Nairobi Equator Hospital,,Nairobi,,N,Y,N,N,Y,Y,Y,,13109,Y,Y,Other Private,Other Hospital,N,,
Kilimani,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,,,Y,Y,Y,Westlands,N,Nairobi West,Y,,Nairobi Hospital,,Nairobi,,Y,Y,N,Y,Y,Y,Y,,13110,Y,Y,Other Private,Other Hospital,N,,
N/West,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,Y,Y,N,Langata,N,Nairobi West,Y,,Nairobi South C Medical,,Nairobi,,N,Y,N,Y,Y,N,Y,,13112,Y,Y,Other Private,Health Centre,N,,
Nairobi West,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,N,Y,N,Langata,N,Nairobi West,N,,Nairobi West Chidren Dispensary,0,Nairobi,Kaburu,N,N,N,N,N,N,Y,0,13114,N,N,Other Private,Dispensary,N,,
Nairobi West,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,Y,Y,Y,Langata,,Nairobi West,Y,,Nairobi West Hospital,,Nairobi,,Y,Y,N,Y,Y,Y,Y,,13115,Y,Y,Other Private,Other Hospital,N,,
N/West,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,Y,,N,,,N,N,N,Langata,N,Nairobi West,N,,Nairobi West Prison Dispensary,,Nairobi,Umotho,N,N,N,N,N,N,N,,13116,N,N,Ministry of Health,Dispensary,N,,
Kilimani,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,,,Y,Y,Y,Westlands,,Nairobi West,Y,,Nairobi Womens Hospital,,Nairobi,,Y,Y,N,Y,Y,Y,Y,8,13117,Y,Y,Other Private,Other Hospital,N,,
Kilimani,Maziwa,,,Nairobi,Not-Operational,WESTLANDS,,,,,,,,,,,,,,,Westlands,,Nairobi West,,,Nairobi Womens Hospital Adams,,Nairobi,,,,,,,,,,16795,,,Other Private,Other Hospital,,,
Laini Saba,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,N,Y,N,Langata,N,Nairobi West,N,,Nalis Wananchi Clinic,,Nairobi,,N,Y,N,N,Y,N,Y,,13118,Y,N,Other Private,Health Centre,N,,
Golfcourse,,N,,Nairobi,Operational,DAGORETI,,,,,N,,N,,N,N,,N,N,N,Dagoretti,N,Nairobi West,N,,NASCOP VCT,0,Nairobi,,Y,N,N,N,Y,N,N,0,13119,N,N,Ministry of Health,VCT Centre (Stand-Alone),N,,
Kilimani,,N,,Nairobi,Operational,WESTLANDS,,,,,N,,Y,,N,N,,N,Y,N,Westlands,N,Nairobi West,Y,,New Life Home (Childrens Home),,Nairobi,,N,N,N,N,N,N,Y,,13120,N,N,Non-Governmental Organizations,Other Health Facility,N,,
Woodley,,Y,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,N,,Y,Y,N,Dagoretti,N,Nairobi West,N,,Ngong Road Health Centre,0,Nairobi,Aboki,N,Y,N,N,Y,N,Y,0,13123,Y,N,Local Authority,Dispensary,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,N,,Y,,Y,,,N,Y,N,Dagoretti,N,Nairobi West,N,,Nyina Wa Mumbi Dispensary,,Nairobi,,N,Y,N,N,Y,N,Y,,13129,Y,N,Other Faith Based,Dispensary,N,,
Karen,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,N,,N,N,,Y,N,N,Langata,N,Nairobi West,N,,Nyumbani Childrens Home ,,Nairobi,,Y,N,Y,Y,Y,N,N,,13131,N,N,Non-Governmental Organizations,Other Health Facility,Y,,
Nairobi West,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,N,,N,Y,Y,Langata,N,Nairobi West,N,,Olive Tree Hospital,,Nairobi,,N,Y,Y,N,N,Y,N,,13134,N,Y,Other Private,Other Hospital,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,,,N,Y,N,Dagoretti,N,Nairobi West,N,,Orthodox Dispensary,,Nairobi,,N,N,Y,N,Y,N,Y,,13135,Y,N,Christian Health Association of Kenya,Dispensary,N,,
Westlands,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,N,,N,Y,N,Westlands,N,Nairobi West,Y,,Padens Health Centre,,Nairobi,,N,Y,N,N,Y,N,Y,4,13137,Y,N,Other Private,Health Centre,N,,
Nairobi West,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,Y,,N,N,,N,N,N,Langata,N,Nairobi West,N,,Port Health Dispensary (Langata),0,Nairobi,Rwamba,N,N,N,N,N,N,N,0,13146,N,N,Ministry of Health,Dispensary,N,,
Karen,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,N,,N,N,,N,N,N,Langata,N,Nairobi West,N,,Providence VCT,0,Nairobi,,N,N,N,N,Y,N,N,0,13152,N,N,Other Private,VCT Centre (Stand-Alone),N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,N,,N,Y,N,Dagoretti,N,Nairobi West,Y,,Ray Of Hope Health Centre,,Nairobi,,N,Y,N,N,Y,N,Y,3,13159,Y,N,Other Private,Health Centre,N,,
Waithaka,,N,,Nairobi,Operational,DAGORETI,,,,,N,,N,,N,N,,N,N,N,Dagoretti,N,Nairobi West,N,,RGC Jipe Moyo Dispensary,0,Nairobi,,N,N,Y,N,Y,N,N,0,13162,N,N,Christian Health Association of Kenya,Dispensary,N,,
Kawangware,,Y,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,N,,Y,Y,N,Dagoretti,Y,Nairobi West,N,,Riruta Health Centre,0,Nairobi,Kamau,Y,Y,Y,Y,Y,N,Y,0,13165,Y,N,Local Authority,Dispensary,Y,,
Laini Saba,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,N,,N,Y,N,Langata,N,Nairobi West,N,,Saola Health Centre,,Nairobi,Anastasia,N,Y,N,N,Y,N,Y,8,13178,Y,N,Other Private,Health Centre,N,,
Sarang'Ombe,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,N,,N,Y,N,Langata,N,Nairobi West,N,,Senye Dispensary,,Nairobi,Dorah,N,N,N,N,N,N,Y,20,13179,N,N,Other Private,Health Centre,N,,
Nairobi West,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,N,,N,Y,N,Langata,N,Nairobi West,N,,SGRR Medical clinic,0,Nairobi,,N,N,Y,N,Y,N,Y,0,13181,Y,Y,Other Faith Based,Medical Clinic - Other,N,,
Laini Saba,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,N,Y,N,Langata,N,Nairobi West,N,,Silanga (MSF Belgium) Dispensary,0,Nairobi,,N,Y,N,N,Y,N,Y,0,13186,Y,N,Non-Governmental Organizations,Dispensary,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,N,,N,,N,N,,N,N,N,Dagoretti,N,Nairobi West,N,,Sokoni Arcade VCT,0,Nairobi,,N,N,N,N,Y,N,N,0,13188,N,N,Non-Governmental Organizations,VCT Centre (Stand-Alone),N,,
Sarang'Ombe,,,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,N,Y,N,Langata,N,Nairobi West,N,,Soweto Clinic,0,Nairobi,Dorothy,N,Y,N,N,Y,N,Y,0,16168,Y,N,Other Private,Medical Clinic - Other,N,,
Kilimani,,Y,,Nairobi,Operational,WESTLANDS,,,,,N,,Y,,N,,,N,N,N,Westlands,N,Nairobi West,Y,,Spinal Injury Hospital,0,Nairobi,,N,N,N,N,Y,N,N,27,13194,N,Y,Ministry of Health,Tertiary Hospital,N,,
Kikuyu,,N,,Nairobi,Operational,UNKNOWN,,,,,Y,,Y,,Y,,,N,Y,N,Kiambu,N,Nairobi West,Y,,St Angela Dispensary,,Nairobi,,N,Y,N,N,Y,N,Y,,13195,Y,N,Other Faith Based,Dispensary,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,,,N,Y,N,Dagoretti,N,Nairobi West,N,,St Catherine's Health Centre,,Nairobi,,N,Y,N,N,Y,N,Y,6,13200,Y,N,Other Private,Health Centre,N,,
Kangemi,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,,,N,Y,N,Westlands,N,Nairobi West,N,,St Florence Medical Care Health Centre,,Nairobi,,N,Y,N,N,Y,N,Y,12,13201,Y,N,Other Private,Health Centre,N,,
Nairobi West,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,N,Y,Y,Langata,Y,Nairobi West,Y,,St James Hospital,,Nairobi,,N,Y,N,Y,Y,Y,Y,,13204,Y,Y,Other Private,Other Hospital,N,,
Uthiru,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,Y,,Y,,,Y,Y,N,Westlands,N,Nairobi West,N,,St Joseph W Dispensary (Westlands),,Nairobi,,N,Y,Y,N,Y,N,Y,,13209,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,N,,
Riruta,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,,,Y,Y,N,Dagoretti,N,Nairobi West,N,,St Jospeh's Dispensary (Dagoretti),0,Nairobi,,N,Y,Y,N,Y,N,Y,0,13210,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,N,,N,Y,N,Dagoretti,N,Nairobi West,Y,,St Jude's Health Centre,,Nairobi,,Y,Y,N,N,Y,N,Y,7,13212,Y,N,Other Private,Health Centre,N,,
Riruta,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,N,,N,Y,N,Dagoretti,N,Nairobi West,N,,St Lukes (Kona) Health Centre,,Nairobi,,N,N,N,N,N,N,Y,7,13213,N,N,Other Private,Health Centre,N,,
Makina,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,N,Y,N,Langata,N,Nairobi West,N,,St Mary's Medical clinic,,Nairobi,Okoth,N,Y,N,N,Y,N,Y,6,13216,Y,N,Other Private,Health Centre,N,,
Mugumoini,,N,,Nairobi,Operational,LANG'ATA,,,,,Y,,Y,,Y,,,Y,Y,Y,Langata,Y,Nairobi West,Y,,St Mary's Mission Hospital,,Nairobi,Konya,Y,Y,N,Y,Y,Y,Y,280,13218,Y,Y,Kenya Episcopal Conference-Catholic Secretariat,Other Hospital,N,,
Golfcourse,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,,,N,N,N,Dagoretti,N,Nairobi West,N,,St Michael Clinic,,Nairobi,,N,N,N,N,N,N,N,,13219,N,N,Other Private,Dispensary,N,,
Karen,,N,,Nairobi,Operational,LANG'ATA,,,,,N,,Y,,Y,,,N,Y,N,Langata,N,Nairobi West,N,,St Odilias Dispensary,0,Nairobi,,N,Y,N,N,Y,N,Y,0,13221,Y,N,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,N,,
Kawangware,,N,,Nairobi,Operational,DAGORETI,,,,,Y,,Y,,Y,,,N,Y,Y,Dagoretti,N,Nairobi West,Y,,St Teresa's Health Centre ,,Nairobi,,N,Y,N,N,Y,N,Y,2,13227,Y,N,Other Private,Health Centre,N,,
Kilimani,,N,,Nairobi,Operational,WESTLANDS,,,,,Y,,N,,Y,,,N,Y,N,Westlands,N,Nairobi West,N,,State House Clinic,0,Nairobi,Gatheru,N,N,N,N,N,N,Y,0,13231,Y,N,Local Authority,Dispensary,N,,
Kilimani,,N,,Nairobi,Operational,WESTLANDS,,,,,N,,Y,,N,N,,N,N,N,Westlands,N,Nairobi West,N,,State House Dispensary ,0,Nairobi,Mutua,N,N,N,N,N,N,N,0,13232,N,N,Ministry of Health,Dispensary,N,,
